Term Locale,Term Category,Term,Alias,CaseSensitive
en-US,Legal - CFR Title 17,contribution,,FALSE
en-US,Legal - CFR Title 26,contributions of the employer,,FALSE
en-US,Legal - CFR Title 13,control,,FALSE
en-US,Legal - CFR Title 17,control,,FALSE
en-US,Legal - CFR Title 26,control,,FALSE
en-US,Legal - CFR Title 7,control,,FALSE
en-US,Legal - CFR Title 26,controlled commercial entity,,FALSE
en-US,Legal - CFR Title 26,controlled entity,,FALSE
en-US,Legal - CFR Title 26,controlled foreign corporation,,FALSE
en-US,Legal - CFR Title 27,controlled group,,FALSE
en-US,Legal - CFR Title 26,controlled group taxable year,,FALSE
en-US,Legal - CFR Title 15,controlled materials,,FALSE
en-US,Legal - CFR Title 19,controlled through the kimberley process certification scheme,,FALSE
en-US,Legal - CFR Title 26,controlling interest,,FALSE
en-US,Legal - CFR Title 7,controlling the pollination,,FALSE
en-US,Legal - CFR Title 26,controlling united states shareholders,,FALSE
en-US,Legal - CFR Title 26,convention or trade show facilities,,FALSE
en-US,Legal - CFR Title 19,convention vessel,,FALSE
en-US,Legal - CFR Title 10,conventional clothes dryer,,FALSE
en-US,Legal - CFR Title 14,conveyance,,FALSE
en-US,Legal - CFR Title 10,cool down,,FALSE
en-US,Legal - CFR Title 14,cooperating agency,,FALSE
en-US,Legal - CFR Title 7,cooperating agency,,FALSE
en-US,Legal - CFR Title 20,core construction,,FALSE
en-US,Legal - CFR Title 19,corporate compliance activity,,FALSE
en-US,Legal - CFR Title 12,corporation,,FALSE
en-US,Legal - CFR Title 26,correcting distribution,,FALSE
en-US,Legal - CFR Title 26,correction amount,,FALSE
en-US,Legal - CFR Title 13,cost of money,,FALSE
en-US,Legal - CFR Title 26,cost of securities sold,,FALSE
en-US,Legal - CFR Title 26,cost of the improvement,,FALSE
en-US,Legal - CFR Title 12,council,,FALSE
en-US,Legal - CFR Title 25,council,,FALSE
en-US,Legal - CFR Title 19,country,,FALSE
en-US,Legal - CFR Title 19,country of origin,,FALSE
en-US,Legal - CFR Title 7,country shipper,,FALSE
en-US,Legal - CFR Title 7,coverage ratios,,FALSE
en-US,Legal - CFR Title 17,covered affiliate,,FALSE
en-US,Legal - CFR Title 17,covered associate,,FALSE
en-US,Legal - CFR Title 19,covered commodity,,FALSE
en-US,Legal - CFR Title 12,covered company,,FALSE
en-US,Legal - CFR Title 5,covered employee,,FALSE
en-US,Legal - CFR Title 12,covered financial company,,FALSE
en-US,Legal - CFR Title 10,covered firm,,FALSE
en-US,Legal - CFR Title 19,covered import,,FALSE
en-US,Legal - CFR Title 12,covered institution,,FALSE
en-US,Legal - CFR Title 26,covered intangibles,,FALSE
en-US,Legal - CFR Title 17,covered judicial or administrative action,,FALSE
en-US,Legal - CFR Title 5,covered occ employee,,FALSE
en-US,Legal - CFR Title 12,covered person,,FALSE
en-US,Legal - CFR Title 12,covered subsidiary,,FALSE
en-US,Legal - CFR Title 12,covered third-party fees,,FALSE
en-US,Legal - CFR Title 12,covered transaction,,FALSE
en-US,Legal - CFR Title 12,cra public file,,FALSE
en-US,Legal - CFR Title 12,credit,,FALSE
en-US,Legal - CFR Title 26,credit amount,,FALSE
en-US,Legal - CFR Title 12,credit card agreement,,FALSE
en-US,Legal - CFR Title 17,credit swap,,FALSE
en-US,Legal - CFR Title 26,credit year,,FALSE
en-US,Legal - CFR Title 12,creditor,,FALSE
en-US,Legal - CFR Title 19,crew member,,FALSE
en-US,Legal - CFR Title 14,crew surgeon,,FALSE
en-US,Legal - CFR Title 7,crop of economic significance,,FALSE
en-US,Legal - CFR Title 13,current on all payments due,,FALSE
en-US,Legal - CFR Title 7,current slaughter week,,FALSE
en-US,Legal - CFR Title 12,current year,,FALSE
en-US,Legal - CFR Title 12,current year minus four,,FALSE
en-US,Legal - CFR Title 12,current year minus one,,FALSE
en-US,Legal - CFR Title 12,current year minus three,,FALSE
en-US,Legal - CFR Title 12,current year minus two,,FALSE
en-US,Legal - CFR Title 5,customarily,,FALSE
en-US,Legal - CFR Title 17,customer,,FALSE
en-US,Legal - CFR Title 26,customer,,FALSE
en-US,Legal - CFR Title 7,customs,,FALSE
en-US,Legal - CFR Title 19,customs and tir/container plan,,FALSE
en-US,Legal - CFR Title 19,customs authority,,FALSE
en-US,Legal - CFR Title 19,customs broker,,FALSE
en-US,Legal - CFR Title 19,customs business,,FALSE
en-US,Legal - CFR Title 19,customs security area,,FALSE
en-US,Legal - CFR Title 19,customs territory of the united states,,FALSE
en-US,Legal - CFR Title 19,customs valuation agreement,,FALSE
en-US,Legal - CFR Title 10,cycle,,FALSE
en-US,Legal - CFR Title 14,damage,,FALSE
en-US,Legal - CFR Title 7,damage,,FALSE
en-US,Legal - CFR Title 7,damage by water core,,FALSE
en-US,Legal - CFR Title 26,danish corporation or other entity,,FALSE
en-US,Legal - CFR Title 26,danish enterprise,,FALSE
en-US,Legal - CFR Title 7,dark amber,,FALSE
en-US,Legal - CFR Title 14,data,,FALSE
en-US,Legal - CFR Title 12,data items,,FALSE
en-US,Legal - CFR Title 5,date divestiture is first directed,,FALSE
en-US,Legal - CFR Title 7,date of determination,,FALSE
en-US,Legal - CFR Title 19,date of importation,,FALSE
en-US,Legal - CFR Title 26,date of issuance,,FALSE
en-US,Legal - CFR Title 26,date of receipt of the section 126 payment,,FALSE
en-US,Legal - CFR Title 5,date of retirement,,FALSE
en-US,Legal - CFR Title 19,date of shipment,,FALSE
en-US,Legal - CFR Title 26,date of the report,,FALSE
en-US,Legal - CFR Title 26,day,,FALSE
en-US,Legal - CFR Title 17,day of execution,,FALSE
en-US,Legal - CFR Title 20,day of sickness,,FALSE
en-US,Legal - CFR Title 15,days,,FALSE
en-US,Legal - CFR Title 19,days,,FALSE
en-US,Legal - CFR Title 25,days,,FALSE
en-US,Legal - CFR Title 26,de minimis fringe,,FALSE
en-US,Legal - CFR Title 18,de minimis market presence,,FALSE
en-US,Legal - CFR Title 12,de novo applicant,,FALSE
en-US,Legal - CFR Title 12,de novo association,,FALSE
en-US,Legal - CFR Title 12,dealer,,FALSE
en-US,Legal - CFR Title 7,dealer,,FALSE
en-US,Legal - CFR Title 26,death taxes,,FALSE
en-US,Legal - CFR Title 13,debt,,FALSE
en-US,Legal - CFR Title 26,debt instrument,,FALSE
en-US,Legal - CFR Title 7,decay,,FALSE
en-US,Legal - CFR Title 17,decisionmaking official,,FALSE
en-US,Legal - CFR Title 4,decision-making personnel,,FALSE
en-US,Legal - CFR Title 7,declaration,,FALSE
en-US,Legal - CFR Title 7,"declaration of kind, variety, or type",,FALSE
en-US,Legal - CFR Title 7,declaration of origin,,FALSE
en-US,Legal - CFR Title 19,declared customs value,,FALSE
en-US,Legal - CFR Title 15,dedicated,,FALSE
en-US,Legal - CFR Title 18,deductible temporary difference,,FALSE
en-US,Legal - CFR Title 12,default,,FALSE
en-US,Legal - CFR Title 13,default,,FALSE
en-US,Legal - CFR Title 7,default,,FALSE
en-US,Legal - CFR Title 12,deferral,,FALSE
en-US,Legal - CFR Title 12,deferred interest,,FALSE
en-US,Legal - CFR Title 12,deferred interest or similar plan,,FALSE
en-US,Legal - CFR Title 18,deferred tax asset,,FALSE
en-US,Legal - CFR Title 18,deferred tax liability,,FALSE
en-US,Legal - CFR Title 7,definitely dark berries,,FALSE
en-US,Legal - CFR Title 17,deliverable supply,,FALSE
en-US,Legal - CFR Title 12,demand,,FALSE
en-US,Legal - CFR Title 5,demand,,FALSE
en-US,Legal - CFR Title 7,demand,,FALSE
en-US,Legal - CFR Title 20,demonstrated experience and expertise,,FALSE
en-US,Legal - CFR Title 10,demonstration actions,,FALSE
en-US,Legal - CFR Title 26,denmark,,FALSE
en-US,Legal - CFR Title 7,department,,FALSE
en-US,Legal - CFR Title 19,department of homeland security or any representative of the department of homeland security,,FALSE
en-US,Legal - CFR Title 19,departure,,FALSE
en-US,Legal - CFR Title 19,departure of a vessel,,FALSE
en-US,Legal - CFR Title 26,dependent,,FALSE
en-US,Legal - CFR Title 12,dependent care assistance program,,FALSE
en-US,Legal - CFR Title 26,dependent child,,FALSE
en-US,Legal - CFR Title 26,depletable product,,FALSE
en-US,Legal - CFR Title 15,deployment,,FALSE
en-US,Legal - CFR Title 12,depository institution,,FALSE
en-US,Legal - CFR Title 26,depreciable basis,,FALSE
en-US,Legal - CFR Title 12,derivative classification,,FALSE
en-US,Legal - CFR Title 12,derivative transaction,,FALSE
en-US,Legal - CFR Title 12,designated clearing entity,,FALSE
en-US,Legal - CFR Title 13,designated federal grant program,,FALSE
en-US,Legal - CFR Title 12,designated financial market utility,,FALSE
en-US,Legal - CFR Title 26,designated local agency,,FALSE
en-US,Legal - CFR Title 12,designated recipient,,FALSE
en-US,Legal - CFR Title 12,designated tax-advantaged plan,,FALSE
en-US,Legal - CFR Title 6,designation,,FALSE
en-US,Legal - CFR Title 26,determination date,,FALSE
en-US,Legal - CFR Title 18,determination period,,FALSE
en-US,Legal - CFR Title 26,determined as if the tax reduction act had not been enacted,,FALSE
en-US,Legal - CFR Title 15,development project,,FALSE
en-US,Legal - CFR Title 7,deviant,,FALSE
en-US,Legal - CFR Title 7,deviation,,FALSE
en-US,Legal - CFR Title 26,device for modifying flue openings,,FALSE
en-US,Legal - CFR Title 7,diameter,,FALSE
en-US,Legal - CFR Title 7,diameter,,FALSE
en-US,Legal - CFR Title 26,diesel fuel,,FALSE
en-US,Legal - CFR Title 26,diesel-powered highway vehicle,,FALSE
en-US,Legal - CFR Title 14,direct access,,FALSE
en-US,Legal - CFR Title 1,direct costs,,FALSE
en-US,Legal - CFR Title 5,direct costs,,FALSE
en-US,Legal - CFR Title 19,direct costs of processing operations,,FALSE
en-US,Legal - CFR Title 17,direct electronic access,,FALSE
en-US,Legal - CFR Title 20,direct linkage,,FALSE
en-US,Legal - CFR Title 2,direct loan,,FALSE
en-US,Legal - CFR Title 2,direct loan obligation,,FALSE
en-US,Legal - CFR Title 19,direct physical identification,,FALSE
en-US,Legal - CFR Title 15,direct product,,FALSE
en-US,Legal - CFR Title 24,direct threat,,FALSE
en-US,Legal - CFR Title 9,directly,,FALSE
en-US,Legal - CFR Title 7,directly competitive,,FALSE
en-US,Legal - CFR Title 12,director,,FALSE
en-US,Legal - CFR Title 15,director,,FALSE
en-US,Legal - CFR Title 26,director of the federal tax administration,,FALSE
en-US,Legal - CFR Title 7,dirt,,FALSE
en-US,Legal - CFR Title 24,disability,,FALSE
en-US,Legal - CFR Title 26,DISC,,TRUE
en-US,Legal - CFR Title 14,disciplinary policy,,FALSE
en-US,Legal - CFR Title 7,discount,,FALSE
en-US,Legal - CFR Title 24,discrepancy,,FALSE
en-US,Legal - CFR Title 18,discrimination,,FALSE
en-US,Legal - CFR Title 12,dishonesty,,FALSE
en-US,Legal - CFR Title 20,dismantle,,FALSE
en-US,Legal - CFR Title 24,displaced person,,FALSE
en-US,Legal - CFR Title 17,disposal,,FALSE
en-US,Legal - CFR Title 26,disposition,,FALSE
en-US,Legal - CFR Title 26,disqualifying provision,,FALSE
en-US,Legal - CFR Title 7,dissipation,,FALSE
en-US,Legal - CFR Title 21,distinctive by design,,FALSE
en-US,Legal - CFR Title 26,distributable amount,,FALSE
en-US,Legal - CFR Title 7,distribution,,FALSE
en-US,Legal - CFR Title 26,distribution or sale,,FALSE
en-US,Legal - CFR Title 7,distributions,,FALSE
en-US,Legal - CFR Title 21,distributor,,FALSE
en-US,Legal - CFR Title 26,distributor,,FALSE
en-US,Legal - CFR Title 15,distributor segment,,FALSE
en-US,Legal - CFR Title 19,district,,FALSE
en-US,Legal - CFR Title 5,diversified,,FALSE
en-US,Legal - CFR Title 26,dividend equivalent amount,,FALSE
en-US,Legal - CFR Title 26,dividend from,,FALSE
en-US,Legal - CFR Title 7,documentation,,FALSE
en-US,Legal - CFR Title 12,dodd-frank act,,FALSE
en-US,Legal - CFR Title 17,dodd-frank act,,FALSE
en-US,Legal - CFR Title 19,DOE,,TRUE
en-US,Legal - CFR Title 10,doe official,,FALSE
en-US,Legal - CFR Title 26,domestic affiliate,,FALSE
en-US,Legal - CFR Title 7,domestic commodity or product,,FALSE
en-US,Legal - CFR Title 19,domestic material,,FALSE
en-US,Legal - CFR Title 26,domestic owner,,FALSE
en-US,Legal - CFR Title 26,domestic shareholder,,FALSE
en-US,Legal - CFR Title 7,domestic violence,,FALSE
en-US,Legal - CFR Title 20,domicile,,FALSE
en-US,Legal - CFR Title 7,double cross,,FALSE
en-US,Legal - CFR Title 26,draft,,FALSE
en-US,Legal - CFR Title 10,draft hood,,FALSE
en-US,Legal - CFR Title 10,drum capacity,,FALSE
en-US,Legal - CFR Title 7,dry dates for processing,,FALSE
en-US,Legal - CFR Title 21,dry natural rubber,,FALSE
en-US,Legal - CFR Title 26,dual consolidated loss,,FALSE
en-US,Legal - CFR Title 1,duplication,,FALSE
en-US,Legal - CFR Title 5,duplication,,FALSE
en-US,Legal - CFR Title 19,duties,,FALSE
en-US,Legal - CFR Title 7,duty,,FALSE
en-US,Legal - CFR Title 12,dwelling,,FALSE
en-US,Legal - CFR Title 26,earliest retirement age,,FALSE
en-US,Legal - CFR Title 13,earmarked assets,,FALSE
en-US,Legal - CFR Title 26,earned income,,FALSE
en-US,Legal - CFR Title 26,ECI,,TRUE
en-US,Legal - CFR Title 25,economic enterprise,,FALSE
en-US,Legal - CFR Title 26,economic interest,,FALSE
en-US,Legal - CFR Title 25,education plan,,FALSE
en-US,Legal - CFR Title 26,educational assistance,,FALSE
en-US,Legal - CFR Title 1,educational institution,,FALSE
en-US,Legal - CFR Title 22,educational institution,,FALSE
en-US,Legal - CFR Title 26,educational institution,,FALSE
en-US,Legal - CFR Title 5,educational institution,,FALSE
en-US,Legal - CFR Title 26,educational organization,,FALSE
en-US,Legal - CFR Title 26,educational services,,FALSE
en-US,Legal - CFR Title 15,effect on any coastal use or resource,,FALSE
en-US,Legal - CFR Title 26,effective control,,FALSE
en-US,Legal - CFR Title 7,egg breaker,,FALSE
en-US,Legal - CFR Title 7,egg products,,FALSE
en-US,Legal - CFR Title 9,egg products inspection act,,FALSE
en-US,Legal - CFR Title 7,eggs,,FALSE
en-US,Legal - CFR Title 18,electric utility company,,FALSE
en-US,Legal - CFR Title 16,electrically operated toy or other electrically operated article intended for use by children,,FALSE
en-US,Legal - CFR Title 10,electro-mechanical stack damper,,FALSE
en-US,Legal - CFR Title 12,electronic fund transfer,,FALSE
en-US,Legal - CFR Title 17,electronic storage media,,FALSE
en-US,Legal - CFR Title 12,electronic terminal,,FALSE
en-US,Legal - CFR Title 26,elevator,,FALSE
en-US,Legal - CFR Title 12,eligibility information,,FALSE
en-US,Legal - CFR Title 17,eligibility information,,FALSE
en-US,Legal - CFR Title 26,eligible activities,,FALSE
en-US,Legal - CFR Title 17,eligible affiliate counterparty,,FALSE
en-US,Legal - CFR Title 19,eligible articles,,FALSE
en-US,Legal - CFR Title 13,eligible business expenses,,FALSE
en-US,Legal - CFR Title 19,eligible cafta-dr country,,FALSE
en-US,Legal - CFR Title 12,eligible debt,,FALSE
en-US,Legal - CFR Title 20,eligible entity,,FALSE
en-US,Legal - CFR Title 7,eligible person,,FALSE
en-US,Legal - CFR Title 7,eligible producer,,FALSE
en-US,Legal - CFR Title 26,eligible property,,FALSE
en-US,Legal - CFR Title 7,eligible property additions,,FALSE
en-US,Legal - CFR Title 26,eligible qbu,,FALSE
en-US,Legal - CFR Title 7,eligible schools,,FALSE
en-US,Legal - CFR Title 7,eligible technology,,FALSE
en-US,Legal - CFR Title 26,eligible vessel,,FALSE
en-US,Legal - CFR Title 26,eligible voters,,FALSE
en-US,Legal - CFR Title 19,emergency,,FALSE
en-US,Legal - CFR Title 26,emergency facility,,FALSE
en-US,Legal - CFR Title 26,emergency period,,FALSE
en-US,Legal - CFR Title 19,employee,,FALSE
en-US,Legal - CFR Title 2,employee,,FALSE
en-US,Legal - CFR Title 20,employee,,FALSE
en-US,Legal - CFR Title 26,employee,,FALSE
en-US,Legal - CFR Title 27,employee,,FALSE
en-US,Legal - CFR Title 26,employee benefit plan,,FALSE
en-US,Legal - CFR Title 26,employee discount,,FALSE
en-US,Legal - CFR Title 15,employee of a regional information coordination entity,,FALSE
en-US,Legal - CFR Title 5,employee of the united states,,FALSE
en-US,Legal - CFR Title 20,employee representative,,FALSE
en-US,Legal - CFR Title 26,employee stock purchase plan,,FALSE
en-US,Legal - CFR Title 26,employees of the leased section,,FALSE
en-US,Legal - CFR Title 20,employer,,FALSE
en-US,Legal - CFR Title 26,employer,,FALSE
en-US,Legal - CFR Title 27,employer,,FALSE
en-US,Legal - CFR Title 26,employer provided amounts,,FALSE
en-US,Legal - CFR Title 26,employer securities,,FALSE
en-US,Legal - CFR Title 26,employer-provided transportation,,FALSE
en-US,Legal - CFR Title 20,employment,,FALSE
en-US,Legal - CFR Title 5,employment,,FALSE
en-US,Legal - CFR Title 26,employment commencement date,,FALSE
en-US,Legal - CFR Title 7,end cracks,,FALSE
en-US,Legal - CFR Title 10,end user,,FALSE
en-US,Legal - CFR Title 26,energy conservation expenditure,,FALSE
en-US,Legal - CFR Title 19,energy conservation standard,,FALSE
en-US,Legal - CFR Title 15,energy project,,FALSE
en-US,Legal - CFR Title 26,energy usage display meter,,FALSE
en-US,Legal - CFR Title 15,enforceable policy,,FALSE
en-US,Legal - CFR Title 19,entered,,FALSE
en-US,Legal - CFR Title 19,enterprise,,FALSE
en-US,Legal - CFR Title 26,enterprise,,FALSE
en-US,Legal - CFR Title 19,enterprise of a party,,FALSE
en-US,Legal - CFR Title 26,enterprise of one of the contracting states,,FALSE
en-US,Legal - CFR Title 12,enterprises,,FALSE
en-US,Legal - CFR Title 19,entity controlling production,,FALSE
en-US,Legal - CFR Title 19,entry or withdrawal for consumption,,FALSE
en-US,Legal - CFR Title 13,equity,,FALSE
en-US,Legal - CFR Title 7,equity,,FALSE
en-US,Legal - CFR Title 12,equity capital,,FALSE
en-US,Legal - CFR Title 17,equity swap,,FALSE
en-US,Legal - CFR Title 18,ERO,,TRUE
en-US,Legal - CFR Title 12,error,,FALSE
en-US,Legal - CFR Title 24,error,,FALSE
en-US,Legal - CFR Title 7,error,,FALSE
en-US,Legal - CFR Title 7,error prone application,,FALSE
en-US,Legal - CFR Title 26,escalator,,FALSE
en-US,Legal - CFR Title 24,essential community development and housing assistance activities,,FALSE
en-US,Legal - CFR Title 26,essential health benefits,,FALSE
en-US,Legal - CFR Title 26,established securities market,,FALSE
en-US,Legal - CFR Title 26,estimated profits,,FALSE
en-US,Legal - CFR Title 26,estimated useful life,,FALSE
en-US,Legal - CFR Title 19,ethnic printed fabrics,,FALSE
en-US,Legal - CFR Title 14,ETOV,,TRUE
en-US,Legal - CFR Title 9,evidence,,FALSE
en-US,Legal - CFR Title 26,evidence of indebtedness,,FALSE
en-US,Legal - CFR Title 9,ex parte communication,,FALSE
en-US,Legal - CFR Title 7,examiner,,FALSE
en-US,Legal - CFR Title 7,examiner's report,,FALSE
en-US,Legal - CFR Title 5,excepted investment fund,,FALSE
en-US,Legal - CFR Title 5,excepted trust,,FALSE
en-US,Legal - CFR Title 10,excess air,,FALSE
en-US,Legal - CFR Title 26,excess business holdings,,FALSE
en-US,Legal - CFR Title 26,excess contributions,,FALSE
en-US,Legal - CFR Title 26,excess credit amount,,FALSE
en-US,Legal - CFR Title 26,excess interest,,FALSE
en-US,Legal - CFR Title 7,excessive air pockets,,FALSE
en-US,Legal - CFR Title 26,exchange gain or loss,,FALSE
en-US,Legal - CFR Title 26,excludable portion,,FALSE
en-US,Legal - CFR Title 26,excluded addition,,FALSE
en-US,Legal - CFR Title 15,executive office of the president,,FALSE
en-US,Legal - CFR Title 26,exempt distributor,,FALSE
en-US,Legal - CFR Title 26,exempt person,,FALSE
en-US,Legal - CFR Title 18,exempt wholesale generator,,FALSE
en-US,Legal - CFR Title 19,exemption,,FALSE
en-US,Legal - CFR Title 7,exercise,,FALSE
en-US,Legal - CFR Title 5,exhausted,,FALSE
en-US,Legal - CFR Title 26,existing,,FALSE
en-US,Legal - CFR Title 26,existing partnership,,FALSE
en-US,Legal - CFR Title 12,expedited,,FALSE
en-US,Legal - CFR Title 26,explicit trust,,FALSE
en-US,Legal - CFR Title 10,explosive,,FALSE
en-US,Legal - CFR Title 7,export carrier,,FALSE
en-US,Legal - CFR Title 26,export financing interest,,FALSE
en-US,Legal - CFR Title 7,export monopoly,,FALSE
en-US,Legal - CFR Title 19,export price,,FALSE
en-US,Legal - CFR Title 26,export promotion expenses,,FALSE
en-US,Legal - CFR Title 26,export property,,FALSE
en-US,Legal - CFR Title 26,export trade assets,,FALSE
en-US,Legal - CFR Title 26,export trade corporation,,FALSE
en-US,Legal - CFR Title 26,export trade income,,FALSE
en-US,Legal - CFR Title 19,exportation,,FALSE
en-US,Legal - CFR Title 7,exported,,FALSE
en-US,Legal - CFR Title 19,exporter,,FALSE
en-US,Legal - CFR Title 7,exporter,,FALSE
en-US,Legal - CFR Title 26,export-import bank obligations,,FALSE
en-US,Legal - CFR Title 8,exports,,FALSE
en-US,Legal - CFR Title 12,extension,,FALSE
en-US,Legal - CFR Title 14,external equipment,,FALSE
en-US,Legal - CFR Title 19,F.O.B.,,TRUE
en-US,Legal - CFR Title 7,F.O.B.,,TRUE
en-US,Legal - CFR Title 19,fabric component,,FALSE
en-US,Legal - CFR Title 19,fabricated component,,FALSE
en-US,Legal - CFR Title 19,fabrics formed in the united states,,FALSE
en-US,Legal - CFR Title 26,facilities for the local furnishing of electric energy or gas,,FALSE
en-US,Legal - CFR Title 12,facility,,FALSE
en-US,Legal - CFR Title 26,facility,,FALSE
en-US,Legal - CFR Title 26,fair market value,,FALSE
en-US,Legal - CFR Title 12,fair value,,FALSE
en-US,Legal - CFR Title 7,fairly free from defects,,FALSE
en-US,Legal - CFR Title 7,fairly free from pits,,FALSE
en-US,Legal - CFR Title 7,fairly good character,,FALSE
en-US,Legal - CFR Title 7,fairly good color,,FALSE
en-US,Legal - CFR Title 7,fairly good red color,,FALSE
en-US,Legal - CFR Title 7,fairly thin,,FALSE
en-US,Legal - CFR Title 7,fairly tight,,FALSE
en-US,Legal - CFR Title 7,fairly uniform,,FALSE
en-US,Legal - CFR Title 7,fairly uniform in size,,FALSE
en-US,Legal - CFR Title 7,fairly well colored,,FALSE
en-US,Legal - CFR Title 7,fairly well filled,,FALSE
en-US,Legal - CFR Title 7,fairly well formed,,FALSE
en-US,Legal - CFR Title 26,family unit,,FALSE
en-US,Legal - CFR Title 26,farm,,FALSE
en-US,Legal - CFR Title 7,farmer,,FALSE
en-US,Legal - CFR Title 7,farmers stock peanuts,,FALSE
en-US,Legal - CFR Title 26,farming purposes,,FALSE
en-US,Legal - CFR Title 17,FCRA,,TRUE
en-US,Legal - CFR Title 15,federal agency,,FALSE
en-US,Legal - CFR Title 15,federal agency activity,,FALSE
en-US,Legal - CFR Title 15,federal assistance,,FALSE
en-US,Legal - CFR Title 26,federal certifying authority,,FALSE
en-US,Legal - CFR Title 9,"federal food, drug, and cosmetic act",,FALSE
en-US,Legal - CFR Title 12,federal home loan banks,,FALSE
en-US,Legal - CFR Title 5,federal home loan banks,,FALSE
en-US,Legal - CFR Title 12,federal insurance office,,FALSE
en-US,Legal - CFR Title 15,federal license or permit,,FALSE
en-US,Legal - CFR Title 15,federal license or permit activity described in detail,,FALSE
en-US,Legal - CFR Title 20,federal maritime subsidy,,FALSE
en-US,Legal - CFR Title 9,federal meat inspection act,,FALSE
en-US,Legal - CFR Title 7,federal register,,FALSE
en-US,Legal - CFR Title 13,federal share,,FALSE
en-US,Legal - CFR Title 26,federally assisted building,,FALSE
en-US,Legal - CFR Title 7,federal-state inspection agency,,FALSE
en-US,Legal - CFR Title 7,fee agent,,FALSE
en-US,Legal - CFR Title 12,fee appraiser,,FALSE
en-US,Legal - CFR Title 12,fee information,,FALSE
en-US,Legal - CFR Title 6,fee waiver,,FALSE
en-US,Legal - CFR Title 21,feminine deodorant spray,,FALSE
en-US,Legal - CFR Title 7,fermentation,,FALSE
en-US,Legal - CFR Title 19,ferry,,FALSE
en-US,Legal - CFR Title 26,fiduciary account,,FALSE
en-US,Legal - CFR Title 26,fiduciary records,,FALSE
en-US,Legal - CFR Title 19,fifth applicable one-year period,,FALSE
en-US,Legal - CFR Title 10,final chemical form,,FALSE
en-US,Legal - CFR Title 26,final determination,,FALSE
en-US,Legal - CFR Title 12,final judgment,,FALSE
en-US,Legal - CFR Title 10,final medical determination,,FALSE
en-US,Legal - CFR Title 7,finance lease,,FALSE
en-US,Legal - CFR Title 12,financial activity,,FALSE
en-US,Legal - CFR Title 26,financial corporation,,FALSE
en-US,Legal - CFR Title 12,financial institution,,FALSE
en-US,Legal - CFR Title 26,financial institution,,FALSE
en-US,Legal - CFR Title 12,financial intermediary,,FALSE
en-US,Legal - CFR Title 12,financial product or service,,FALSE
en-US,Legal - CFR Title 17,financial product or service,,FALSE
en-US,Legal - CFR Title 26,financial services entity,,FALSE
en-US,Legal - CFR Title 26,financial services income,,FALSE
en-US,Legal - CFR Title 12,financial subsidiary,,FALSE
en-US,Legal - CFR Title 7,finding of no significant impact,,FALSE
en-US,Legal - CFR Title 7,firm,,FALSE
en-US,Legal - CFR Title 7,firm ripe,,FALSE
en-US,Legal - CFR Title 26,first final inconsistent determination,,FALSE
en-US,Legal - CFR Title 7,first handler,,FALSE
en-US,Legal - CFR Title 5,first order dividing the marital property of the retiree and the former spouse,,FALSE
en-US,Legal - CFR Title 26,first retail sale,,FALSE
en-US,Legal - CFR Title 26,first-tier corporation,,FALSE
en-US,Legal - CFR Title 26,first-tier election,,FALSE
en-US,Legal - CFR Title 12,first-time borrower,,FALSE
en-US,Legal - CFR Title 7,fiscal period,,FALSE
en-US,Legal - CFR Title 7,fiscal year,,FALSE
en-US,Legal - CFR Title 19,fishing,,FALSE
en-US,Legal - CFR Title 26,five-year debt amount,,FALSE
en-US,Legal - CFR Title 12,fixed-rate mortgage,,FALSE
en-US,Legal - CFR Title 14,flame propagation,,FALSE
en-US,Legal - CFR Title 9,flavoring,,FALSE
en-US,Legal - CFR Title 10,fleet,,FALSE
en-US,Legal - CFR Title 12,flexible spending arrangement,,FALSE
en-US,Legal - CFR Title 14,flight,,FALSE
en-US,Legal - CFR Title 14,flight director,,FALSE
en-US,Legal - CFR Title 14,flight rules,,FALSE
en-US,Legal - CFR Title 26,floor stocks,,FALSE
en-US,Legal - CFR Title 10,flue,,FALSE
en-US,Legal - CFR Title 10,flue damper,,FALSE
en-US,Legal - CFR Title 10,flue gases,,FALSE
en-US,Legal - CFR Title 10,flue losses,,FALSE
en-US,Legal - CFR Title 10,flue outlet,,FALSE
en-US,Legal - CFR Title 26,food,,FALSE
en-US,Legal - CFR Title 21,for cause,,FALSE
en-US,Legal - CFR Title 2,forced labor,,FALSE
en-US,Legal - CFR Title 12,force-placed insurance,,FALSE
en-US,Legal - CFR Title 19,foreign,,FALSE
en-US,Legal - CFR Title 19,foreign area,,FALSE
en-US,Legal - CFR Title 26,foreign base company shipping income,,FALSE
en-US,Legal - CFR Title 26,foreign base company shipping operations,,FALSE
en-US,Legal - CFR Title 26,foreign direct costs,,FALSE
en-US,Legal - CFR Title 26,foreign earned income,,FALSE
en-US,Legal - CFR Title 26,foreign employer,,FALSE
en-US,Legal - CFR Title 17,foreign futures,,FALSE
en-US,Legal - CFR Title 17,foreign futures or foreign options customer,,FALSE
en-US,Legal - CFR Title 26,foreign government,,FALSE
en-US,Legal - CFR Title 26,foreign income tax,,FALSE
en-US,Legal - CFR Title 26,foreign income taxes,,FALSE
en-US,Legal - CFR Title 19,foreign material,,FALSE
en-US,Legal - CFR Title 7,foreign material,,FALSE
en-US,Legal - CFR Title 26,foreign mineral income,,FALSE
