Act Locale,Act Alias Name,Act Alias Year,Act Identity Name,Act Identity Year,CaseSensitive
en-US,Private Securities Litigation Reform,1996,Private Securities Litigation Reform,1995,FALSE
en-US,Private Securities Reform,1995,Private Securities Litigation Reform,1995,FALSE
en-US,Protecting Americans from Tax Hikes,2015,,,FALSE
en-US,Protection Of Children From Sexual Predators,1998,,,FALSE
en-US,Public Broadcasting,1967,,,FALSE
en-US,Public Company Accounting Reform And Investor Protection,2002,,,FALSE
en-US,Public Health Security and Bioterrorism Preparedness Response,2002,,,FALSE
en-US,Public Health Service,1944,,,FALSE
en-US,Public Utilities Holding Company,1935,Public Utility Holding Company,1935,FALSE
en-US,Public Utilities Regulatory Policies,1978,,,FALSE
en-US,Public Utility Holding Company,1935,,,FALSE
en-US,Public Utility Holding Company,2005,,,FALSE
en-US,Public Utility Regulatory Policies,1978,Public Utility Regulatory Policy,1978,FALSE
en-US,Public Utility Regulatory Policy,1978,,,FALSE
en-US,Racketeer Influenced and Corrupt Organizations,1970,Organized Crime Control,1970,FALSE
en-US,Railroad Retirement,1937,,,FALSE
en-US,Railway Labor,1926,,,FALSE
en-US,Real Estate Investment Trust,1960,,,FALSE
en-US,Real Estate Settlement Procedures,1974,,,FALSE
en-US,Recently Enacted American Jobs Creation,2004,American Jobs Creation,2004,FALSE
en-US,Recently Enacted Sarbanes Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Recently Enacted Telecommunications,1996,Telecommunications,1996,FALSE
en-US,Recently Enacted Telecommunications Reform,1996,Telecommunications,1996,FALSE
en-US,Rehabilitation,1973,,,FALSE
en-US,Reigle Neal Interstate Banking And Branching Efficiency,1994,Riegle Neal Interstate Banking and Branching Efficiency,1994,FALSE
en-US,Reit Modernization,1999,,,FALSE
en-US,Requirements Of Securities Exchange,1934,Securities Exchange,1934,FALSE
en-US,Resource Conservation And Recovery,1976,,,FALSE
en-US,Resource Conservation And Recovery,1980,Resource Conservation And Recovery,1976,FALSE
en-US,Retirement Equity,1984,,,FALSE
en-US,Retirement Protection,1994,,,FALSE
en-US,Revenue,1987,,,FALSE
en-US,Revenue Reconciliation,1990,,,FALSE
en-US,Revenue Reconciliation,1993,,,FALSE
en-US,Rico,1970,Organized Crime Control,1970,FALSE
en-US,Riegel Neal Interstate Banking And Branching Efficiency,1994,Riegle Neal Interstate Banking and Branching Efficiency,1994,FALSE
en-US,Riegle,1994,Riegle Neal Interstate Banking and Branching Efficiency,1994,FALSE
en-US,Riegle Community Development And Regulatory Improvement,1994,,,FALSE
en-US,Riegle Neal,1994,Riegle Neal Interstate Banking and Branching Efficiency,1994,FALSE
en-US,Riegle Neal Interstate Banking And Branching Efficiency,1994,Riegle Neal Interstate Banking and Branching Efficiency,1994,FALSE
en-US,Robert T. Stafford Disaster Relief and Emergency Assistance,1988,,,FALSE
en-US,Robinson Patman,1936,Anti Price Discrimination,1936,FALSE
en-US,Sabanes Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Safe Drinking Water,1974,,,FALSE
en-US,Safe Medical Device,1990,Safe Medical Devices,1990,FALSE
en-US,Safe Medical Devices,1990,,,FALSE
en-US,Safety,2002,Support Anti-terrorism by Fostering Effective Technologies,2002,FALSE
en-US,Sarbanes  Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Sarbanes / Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Sarbanes Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Sarbanes Oxley,2003,Sarbanes Oxley,2002,FALSE
en-US,Sarbanes Oxley Of,2002,Sarbanes Oxley,2002,FALSE
en-US,Sarbannes Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Sarbarnes Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Satellite,1962,Communications Satellite,1962,FALSE
en-US,Satellite Home Viewer,1999,Satellite Home Viewer Improvement,1999,FALSE
en-US,Satellite Home Viewer Improvement,1999,,,FALSE
en-US,Satellite Television Extension And Localism,2010,,,FALSE
en-US,Satellite Television Extension and Localism Act,2010,,,FALSE
en-US,Savings And Loan Holding Company,1967,,,FALSE
en-US,Secure And Fair Enforcement For Mortgage Licensing,2008,,,FALSE
en-US,Securities,1933,,,FALSE
en-US,Securities,1934,Securities Exchange,1934,FALSE
en-US,Securities,1993,Securities,1933,FALSE
en-US,Securities \ Exchange,1934,Securities Exchange,1934,FALSE
en-US,Securities And Exchange,1933,Securities Exchange,1934,FALSE
en-US,Securities And Exchange,1934,Securities Exchange,1934,FALSE
en-US,Securities Enforcement And Penny Stock Reform,1990,,,FALSE
en-US,Securities Exchange,1933,Securities Exchange,1934,FALSE
en-US,Securities Exchange,1934,,,FALSE
en-US,Securities Investor Protection,1970,,,FALSE
en-US,Securities Litigation Reform,1995,Private Securities Litigation Reform,1995,FALSE
en-US,Service Contract,1965,,,FALSE
en-US,Servicemembers Civil Relief,2003,,,FALSE
en-US,Sherman,1890,Sherman Antitrust,1890,FALSE
en-US,Sherman Anti Trust,1890,Sherman Antitrust,1890,FALSE
en-US,Sherman Antitrust,1890,,,FALSE
en-US,Shipping,1984,,,FALSE
en-US,Small Business,1958,,,FALSE
en-US,Small Business Investment,1958,,,FALSE
en-US,Small Business Job Protection,1996,,,FALSE
en-US,Small Business Jobs,2010,,,FALSE
en-US,Small Business Jobs And Credit,2010,Small Business Jobs,2010,FALSE
en-US,Small Business Loan Securitization And Secondary Market Enhancement,1994,,,FALSE
en-US,Small Business Protection,1996,,,FALSE
en-US,Social Security,1935,,,FALSE
en-US,Soft Drink Interbrand Competition,1980,,,FALSE
en-US,Soldiers' And Sailors' Civil Relief,1940,,,FALSE
en-US,Solid Waste Disposal,1965,,,FALSE
en-US,Solid Waste Management,1980,,,FALSE
en-US,Stafford,1988,Robert T. Stafford Disaster Relief and Emergency Assistance,1988,FALSE
en-US,Staggers Rail,1980,,,FALSE
en-US,Stela,2010,Satellite Television Extension and Localism Act,2010,FALSE
en-US,Stela Reauthorization,2014,,,FALSE
en-US,Superfund,1980,"Comprehensive Environmental Response, Compensation, And Liability",1980,FALSE
en-US,Superfund Amendment And Reauthorization,1986,Superfund Amendments And Reauthorization,1986,FALSE
en-US,Superfund Amendments And Reauthorization,1986,,,FALSE
en-US,Superfund Amendments Reauthorization,1986,Superfund Amendments And Reauthorization,1986,FALSE
en-US,Support Anti-terrorism by Fostering Effective Technologies,2002,,,FALSE
en-US,Surface Mining Control And Reclamation,1977,,,FALSE
en-US,Sustainable Fisheries,1996,,,FALSE
en-US,Tariff,1930,,,FALSE
en-US,Tax,1993,Tax Reform,1993,FALSE
en-US,Tax Equity And Fiscal Responsibility,1982,,,FALSE
en-US,Tax Extenders And Alternative Minimum Tax Relief,2008,,,FALSE
en-US,Tax Increase Prevention,2007,,,FALSE
en-US,Tax Increase Prevention And Reconciliation,2005,,,FALSE
en-US,Tax Reform,1984,,,FALSE
en-US,Tax Reform,1986,,,FALSE
en-US,Tax Reform,1993,,,FALSE
en-US,Tax Reform,1996,,,FALSE
en-US,Tax Reform,1997,,,FALSE
en-US,Tax Relief And Health Care,2006,,,FALSE
en-US,Tax Relief Extension,1999,,,FALSE
en-US,"Tax Relief, Unemployment Insurance Reauthorization And Job Creation",2010,"Tax Relief, Unemployment Insurance Reauthorization, And Job Creation",2010,FALSE
en-US,"Tax Relief, Unemployment Insurance Reauthorization, And Job Creation",2010,,,FALSE
en-US,Tax Technical Corrections,2007,,,FALSE
en-US,Taxpayer Relief,1997,,,FALSE
en-US,Technical And Miscellaneous Revenue,1988,,,FALSE
en-US,Telecommunications,1996,,,FALSE
en-US,Telephone Consumer Protection,1991,Federal Telephone Consumer Protection,1991,FALSE
en-US,Terrorism Risk Insurance,2002,,,FALSE
en-US,Terrorism Risk Insurance Extension,2005,,,FALSE
en-US,Terrorism Risk Insurance Program Reauthorization,2007,,,FALSE
en-US,Terrorism Risk Insurance Reauthorization,2007,Terrorism Risk Insurance Program Reauthorization,2007,FALSE
en-US,Tila,1968,Truth In Lending,1968,FALSE
en-US,Toxic Substances Control,1976,,,FALSE
en-US,Toxic Substances Recovery,1976,,,FALSE
en-US,Trade,1974,,,FALSE
en-US,Trade Sanctions Reform and Export Enhancement,2000,,,FALSE
en-US,Trademark,1946,,,FALSE
en-US,Trading with the Enemy,1917,,,FALSE
en-US,Trucking Industry Regulatory Reform,1994,,,FALSE
en-US,Trust Indenture,1939,,,FALSE
en-US,Trust Indenture Reform,1990,,,FALSE
en-US,Truth In Lending,1968,,,FALSE
en-US,Truth In Negotiation,1962,,,FALSE
en-US,Truth In Savings,1991,Federal Deposit Insurance Corporation Improvement,1991,FALSE
en-US,Tunney,1974,Antitrust Procedures And Penalties,1974,FALSE
en-US,U . S . Oil Pollution,1990,,,FALSE
en-US,U . S . Securities,1933,Securities,1933,FALSE
en-US,U . S . Securities Exchange,1934,Securities Exchange,1934,FALSE
en-US,Uniformed Services Employment And Reemployment Rights,1994,,,FALSE
en-US,United States Employee Retirement Income Security,1974,Employee Retirement Income Security,1974,FALSE
en-US,United States Housing,1937,,,FALSE
en-US,United States Oil Pollution,1990,Oil Pollution,1990,FALSE
en-US,United States Private Securities Litigation Reform,1995,Private Securities Litigation Reform,1995,FALSE
en-US,United States Securities,1933,Securities,1933,FALSE
en-US,United States Securities Exchange,1934,Securities Exchange,1934,FALSE
en-US,Uniting And Strengthening America By Providing Appropriate Tools Required To Intercept And Obstruct Terrorism,2001,,,FALSE
en-US,Uniting And Strengthening America By Providing Appropriate Tools Required To Intercept And Obstruct Terrorism ( Usa Patriot,2001,Uniting And Strengthening America By Providing Appropriate Tools Required To Intercept And Obstruct Terrorism,2001,FALSE
en-US,Usa Patriot,2001,Uniting And Strengthening America By Providing Appropriate Tools Required To Intercept And Obstruct Terrorism,2001,FALSE
en-US,Usec Privatization,1996,,,FALSE
en-US,Used Oil Recycling,1980,,,FALSE
en-US,Veterans Health Care ,1992,,,FALSE
en-US,Vhc,1992,Veterans Health Care ,1992,FALSE
en-US,Virginia Electric Utility Restructuring,1999,,,FALSE
en-US,Wagner,1935,National Labor Relations,1935,FALSE
en-US,Water Power,1920,,,FALSE
en-US,Water Quality,1987,,,FALSE
en-US,Waxman Hatch,1984,Drug Price Competition and Patent Term Restoration,1984,FALSE
en-US,Wire,1961,Interstate Wire,1961,FALSE
en-US,Work Incentives Improvement,1999,,,FALSE
en-US,Worker Adjustment And Retraining Notification,1988,,,FALSE
en-US,"Worker, Homeownership, And Business Assistance",2009,,,FALSE
en-US,"Worker, Retiree And Employer Recovery",2008,"Worker, Retiree, And Employer Recovery",2008,FALSE
en-US,"Worker, Retiree, And Employer Recovery",2008,,,FALSE
en-US,Year 2000 Information And Readiness Disclosure,1998,,,FALSE
