Term Locale,Term Type,Term,CaseSensitive
en-US,US Federal Agencies,Office of the Pardon Attorney,FALSE
en-US,US Federal Agencies,Ohio,FALSE
en-US,US Federal Agencies,Oklahoma,FALSE
en-US,US Federal Agencies,Open World Leadership Center,FALSE
en-US,US Federal Agencies,Oregon,FALSE
en-US,US Federal Agencies,Out-of-Service Debt Management Center,FALSE
en-US,US Federal Agencies,Overseas Private Investment Corporation,FALSE
en-US,US Federal Agencies,Pacific Command,FALSE
en-US,US Federal Agencies,Pacific Northwest Electric Power and Conservation Planning Council,FALSE
en-US,US Federal Agencies,"Pardon Attorney, Office of",FALSE
en-US,US Federal Agencies,Parole Commission,FALSE
en-US,US Federal Agencies,Patent and Trademark Office,FALSE
en-US,US Federal Agencies,Peace Corps,FALSE
en-US,US Federal Agencies,Pennsylvania,FALSE
en-US,US Federal Agencies,Pension Benefit Guaranty Corporation,FALSE
en-US,US Federal Agencies,Pentagon Force Protection Agency,FALSE
en-US,US Federal Agencies,Pipeline and Hazardous Materials Safety Administration,FALSE
en-US,US Federal Agencies,Policy Development and Research,FALSE
en-US,US Federal Agencies,Political Affairs,FALSE
en-US,US Federal Agencies,Postal Inspection Service,FALSE
en-US,US Federal Agencies,Postal Regulatory Commission,FALSE
en-US,US Federal Agencies,Postal Service,FALSE
en-US,US Federal Agencies,"Postsecondary Education, Office of",FALSE
en-US,US Federal Agencies,Power Administrations,FALSE
en-US,US Federal Agencies,"President's Council on Fitness, Sports and Nutrition",FALSE
en-US,US Federal Agencies,Presidential Scholars Commission,FALSE
en-US,US Federal Agencies,Presidio Trust,FALSE
en-US,US Federal Agencies,Pretrial Services Agency for the District of Columbia,FALSE
en-US,US Federal Agencies,Prisoner of War/Missing in Action Accounting Agency,FALSE
en-US,US Federal Agencies,Privacy and Civil Liberties Oversight Board,FALSE
en-US,US Federal Agencies,Public Diplomacy and Public Affairs,FALSE
en-US,US Federal Agencies,Public and Indian Housing,FALSE
en-US,US Federal Agencies,Puerto Rico,FALSE
en-US,US Federal Agencies,Radio Free Asia,FALSE
en-US,US Federal Agencies,Radio Free Europe and Radio Liberty,FALSE
en-US,US Federal Agencies,Radio Sawa,FALSE
en-US,US Federal Agencies,Radio and TV Martí,FALSE
en-US,US Federal Agencies,Railroad Retirement Board,FALSE
en-US,US Federal Agencies,"Reclamation, Bureau of",FALSE
en-US,US Federal Agencies,"Refugee Resettlement, Office of",FALSE
en-US,US Federal Agencies,Rehabilitation Services Administration,FALSE
en-US,US Federal Agencies,Republic of Palau,FALSE
en-US,US Federal Agencies,Republic of The Marshall Islands,FALSE
en-US,US Federal Agencies,Research and Innovative Technology Administration,FALSE
en-US,US Federal Agencies,Rhode Island,FALSE
en-US,US Federal Agencies,Risk Management Agency,FALSE
en-US,US Federal Agencies,Rural Business and Cooperative Programs,FALSE
en-US,US Federal Agencies,Rural Development,FALSE
en-US,US Federal Agencies,Rural Housing Service,FALSE
en-US,US Federal Agencies,Rural Utilities Service,FALSE
en-US,US Federal Agencies,"Safety and Environmental Enforcement, Bureau of",FALSE
en-US,US Federal Agencies,Saint Lawrence Seaway Development Corporation,FALSE
en-US,US Federal Agencies,Science Office,FALSE
en-US,US Federal Agencies,"Science and Technology Policy, Office of",FALSE
en-US,US Federal Agencies,"Scientific and Technical Information, Office of",FALSE
en-US,US Federal Agencies,Secret Service,FALSE
en-US,US Federal Agencies,Securities and Exchange Commission,FALSE
en-US,US Federal Agencies,Selective Service System,FALSE
en-US,US Federal Agencies,Senate,FALSE
en-US,US Federal Agencies,Sentencing Commission,FALSE
en-US,US Federal Agencies,"Servicemember Affairs, Office of",FALSE
en-US,US Federal Agencies,Small Business Administration,FALSE
en-US,US Federal Agencies,Smithsonian Institution,FALSE
en-US,US Federal Agencies,Social Security Administration,FALSE
en-US,US Federal Agencies,Social Security Advisory Board,FALSE
en-US,US Federal Agencies,South Carolina,FALSE
en-US,US Federal Agencies,South Dakota,FALSE
en-US,US Federal Agencies,Southeastern Power Administration,FALSE
en-US,US Federal Agencies,Southern Command,FALSE
en-US,US Federal Agencies,Southwestern Power Administration,FALSE
en-US,US Federal Agencies,"Special Counsel, Office of",FALSE
en-US,US Federal Agencies,"Special Education and Rehabilitative Services, Office of",FALSE
en-US,US Federal Agencies,Special Forces Operations Command,FALSE
en-US,US Federal Agencies,State Department,FALSE
en-US,US Federal Agencies,State Justice Institute,FALSE
en-US,US Federal Agencies,Stennis Center for Public Service,FALSE
en-US,US Federal Agencies,Strategic Command,FALSE
en-US,US Federal Agencies,Substance Abuse and Mental Health Services Administration,FALSE
en-US,US Federal Agencies,Supreme Court of the United States,FALSE
en-US,US Federal Agencies,"Surface Mining, Reclamation and Enforcement, Office of",FALSE
en-US,US Federal Agencies,Surface Transportation Board,FALSE
en-US,US Federal Agencies,Susquehanna River Basin Commission,FALSE
en-US,US Federal Agencies,Tax Court,FALSE
en-US,US Federal Agencies,Taxpayer Advocacy Panel,FALSE
en-US,US Federal Agencies,Tennessee,FALSE
en-US,US Federal Agencies,Tennessee Valley Authority,FALSE
en-US,US Federal Agencies,Texas,FALSE
en-US,US Federal Agencies,Trade Representative,FALSE
en-US,US Federal Agencies,Trade and Development Agency,FALSE
en-US,US Federal Agencies,Transportation Department,FALSE
en-US,US Federal Agencies,Transportation Security Administration,FALSE
en-US,US Federal Agencies,"Transportation Statistics, Bureau of",FALSE
en-US,US Federal Agencies,Treasury Department,FALSE
en-US,US Federal Agencies,Trustee Program,FALSE
en-US,US Federal Agencies,U S Virgin Islands,FALSE
en-US,US Federal Agencies,U.S. AbilityOne Commission,FALSE
en-US,US Federal Agencies,U.S. Access Board,FALSE
en-US,US Federal Agencies,U.S. Agency for International Development,FALSE
en-US,US Federal Agencies,U.S. Air Force,FALSE
en-US,US Federal Agencies,U.S. Air Force Reserve Command,FALSE
en-US,US Federal Agencies,U.S. Arctic Research Commission,FALSE
en-US,US Federal Agencies,U.S. Army,FALSE
en-US,US Federal Agencies,U.S. Army Corps of Engineers,FALSE
en-US,US Federal Agencies,U.S. Botanic Garden,FALSE
en-US,US Federal Agencies,U.S. Capitol Police,FALSE
en-US,US Federal Agencies,U.S. Capitol Visitor Center,FALSE
en-US,US Federal Agencies,U.S. Census Bureau,FALSE
en-US,US Federal Agencies,U.S. Central Command,FALSE
en-US,US Federal Agencies,U.S. Chemical Safety Board,FALSE
en-US,US Federal Agencies,U.S. Circuit Courts of Appeal,FALSE
en-US,US Federal Agencies,U.S. Citizenship and Immigration Services,FALSE
en-US,US Federal Agencies,U.S. Coast Guard,FALSE
en-US,US Federal Agencies,U.S. Commission of Fine Arts,FALSE
en-US,US Federal Agencies,U.S. Commission on International Religious Freedom,FALSE
en-US,US Federal Agencies,U.S. Commodity Futures Trading Commission,FALSE
en-US,US Federal Agencies,U.S. Court of Appeals for Veterans Claims,FALSE
en-US,US Federal Agencies,U.S. Customs and Border Protection,FALSE
en-US,US Federal Agencies,U.S. Department of Agriculture,FALSE
en-US,US Federal Agencies,U.S. Department of Commerce,FALSE
en-US,US Federal Agencies,U.S. Department of Defense,FALSE
en-US,US Federal Agencies,U.S. Department of Education,FALSE
en-US,US Federal Agencies,U.S. Department of Energy,FALSE
en-US,US Federal Agencies,U.S. Department of Health and Human Services,FALSE
en-US,US Federal Agencies,U.S. Department of Homeland Security,FALSE
en-US,US Federal Agencies,U.S. Department of Housing and Urban Development,FALSE
en-US,US Federal Agencies,U.S. Department of Justice,FALSE
en-US,US Federal Agencies,U.S. Department of Labor,FALSE
en-US,US Federal Agencies,U.S. Department of State,FALSE
en-US,US Federal Agencies,U.S. Department of Transportation,FALSE
en-US,US Federal Agencies,U.S. Department of Veterans Affairs,FALSE
en-US,US Federal Agencies,U.S. Department of the Interior,FALSE
en-US,US Federal Agencies,U.S. Department of the Treasury,FALSE
en-US,US Federal Agencies,U.S. Election Assistance Commission,FALSE
en-US,US Federal Agencies,U.S. European Command,FALSE
en-US,US Federal Agencies,U.S. Fleet Forces Command,FALSE
en-US,US Federal Agencies,U.S. Geological Survey,FALSE
en-US,US Federal Agencies,U.S. House of Representatives,FALSE
en-US,US Federal Agencies,U.S. Immigration and Customs Enforcement,FALSE
en-US,US Federal Agencies,U.S. International Trade Commission,FALSE
en-US,US Federal Agencies,U.S. Marine Corps,FALSE
en-US,US Federal Agencies,U.S. Marshals Service,FALSE
en-US,US Federal Agencies,"U.S. Military Academy, West Point",FALSE
en-US,US Federal Agencies,U.S. Mission to the United Nations,FALSE
en-US,US Federal Agencies,U.S. National Central Bureau - Interpol,FALSE
en-US,US Federal Agencies,U.S. Navy,FALSE
en-US,US Federal Agencies,U.S. Northern Command,FALSE
en-US,US Federal Agencies,U.S. Nuclear Regulatory Commission,FALSE
en-US,US Federal Agencies,U.S. Pacific Command,FALSE
en-US,US Federal Agencies,U.S. Parole Commission,FALSE
en-US,US Federal Agencies,U.S. Patent and Trademark Office,FALSE
en-US,US Federal Agencies,U.S. Postal Inspection Service,FALSE
en-US,US Federal Agencies,U.S. Postal Service,FALSE
en-US,US Federal Agencies,U.S. Senate,FALSE
en-US,US Federal Agencies,U.S. Sentencing Commission,FALSE
en-US,US Federal Agencies,U.S. Southern Command,FALSE
en-US,US Federal Agencies,U.S. Special Operations Command,FALSE
en-US,US Federal Agencies,U.S. Strategic Command,FALSE
en-US,US Federal Agencies,U.S. Trade Representative,FALSE
en-US,US Federal Agencies,U.S. Trade and Development Agency,FALSE
en-US,US Federal Agencies,U.S. Transportation Command,FALSE
en-US,US Federal Agencies,U.S. Trustee Program,FALSE
en-US,US Federal Agencies,US-CERT,FALSE
en-US,US Federal Agencies,USAGov,FALSE
en-US,US Federal Agencies,Unified Combatant Commands,FALSE
en-US,US Federal Agencies,Uniformed Services University of the Health Sciences,FALSE
en-US,US Federal Agencies,United States Mint,FALSE
en-US,US Federal Agencies,Utah,FALSE
en-US,US Federal Agencies,Vermont,FALSE
en-US,US Federal Agencies,Veterans Affairs Department,FALSE
en-US,US Federal Agencies,Veterans Benefits Administration,FALSE
en-US,US Federal Agencies,Veterans Day National Committee,FALSE
en-US,US Federal Agencies,Veterans Health Administration,FALSE
en-US,US Federal Agencies,Veterans' Employment and Training Service,FALSE
en-US,US Federal Agencies,Vietnam Education Foundation,FALSE
en-US,US Federal Agencies,Virginia,FALSE
en-US,US Federal Agencies,Voice of America,FALSE
en-US,US Federal Agencies,Washington,FALSE
en-US,US Federal Agencies,Washington Headquarters Services,FALSE
en-US,US Federal Agencies,Weather Service,FALSE
en-US,US Federal Agencies,Weights and Measures Division,FALSE
en-US,US Federal Agencies,West Point Military Academy,FALSE
en-US,US Federal Agencies,West Virginia,FALSE
en-US,US Federal Agencies,Western Area Power Administration,FALSE
en-US,US Federal Agencies,White House,FALSE
en-US,US Federal Agencies,White House Office of Administration,FALSE
en-US,US Federal Agencies,Wireless Telecommunications Bureau,FALSE
en-US,US Federal Agencies,Wisconsin,FALSE
en-US,US Federal Agencies,Women's Bureau,FALSE
en-US,US Federal Agencies,Woodrow Wilson International Center for Scholars,FALSE
en-US,US Federal Agencies,Wyoming,FALSE
