Term Locale,Term Category,Term,CaseSensitive
en-US,US GAAP FASB,Life Expectancy,FALSE
en-US,US GAAP FASB,Lifetime Learning Credit,FALSE
en-US,US GAAP FASB,LIFO,FALSE
en-US,US GAAP FASB,LIFO Liquidation,FALSE
en-US,US GAAP FASB,Limited Company,FALSE
en-US,US GAAP FASB,Limited Liability,FALSE
en-US,US GAAP FASB,Limited Liability Company (LLC),FALSE
en-US,US GAAP FASB,Limited Liability Partnership (LLP),FALSE
en-US,US GAAP FASB,Limited Partnership,FALSE
en-US,US GAAP FASB,Liquid Assets,FALSE
en-US,US GAAP FASB,Liquidation,FALSE
en-US,US GAAP FASB,Liquidity,FALSE
en-US,US GAAP FASB,Liquidity Ratio,FALSE
en-US,US GAAP FASB,Listed Property,FALSE
en-US,US GAAP FASB,Litigation Support/Dispute Resolution,FALSE
en-US,US GAAP FASB,LLC,FALSE
en-US,US GAAP FASB,LLP,FALSE
en-US,US GAAP FASB,Loan,FALSE
en-US,US GAAP FASB,Loan Value,FALSE
en-US,US GAAP FASB,Long Bond,FALSE
en-US,US GAAP FASB,Long Term,FALSE
en-US,US GAAP FASB,Long-Term Asset,FALSE
en-US,US GAAP FASB,Long-Term Debt,FALSE
en-US,US GAAP FASB,Long-Term Gain,FALSE
en-US,US GAAP FASB,Long-Term Investment,FALSE
en-US,US GAAP FASB,Long-Term Liability,FALSE
en-US,US GAAP FASB,Long-Term Loss,FALSE
en-US,US GAAP FASB,Loss,FALSE
en-US,US GAAP FASB,Loss on Disposal of Plant and Equipment,FALSE
en-US,US GAAP FASB,Lower of Cost or Market,FALSE
en-US,US GAAP FASB,Lump-Sum Distribution,FALSE
en-US,US GAAP FASB,Macroeconomics,FALSE
en-US,US GAAP FASB,Management,FALSE
en-US,US GAAP FASB,Management Accounting,FALSE
en-US,US GAAP FASB,Management Discussion and Analysis (MD&A),FALSE
en-US,US GAAP FASB,Management's Report,FALSE
en-US,US GAAP FASB,Managerial Accounting,FALSE
en-US,US GAAP FASB,Manipulation,FALSE
en-US,US GAAP FASB,Manufacture,FALSE
en-US,US GAAP FASB,Manufacturing Overhead,FALSE
en-US,US GAAP FASB,Margin,FALSE
en-US,US GAAP FASB,Margin of Profit,FALSE
en-US,US GAAP FASB,Marginal Cost,FALSE
en-US,US GAAP FASB,Marginal Tax Rate,FALSE
en-US,US GAAP FASB,Mark-to-Market,FALSE
en-US,US GAAP FASB,Markdown,FALSE
en-US,US GAAP FASB,Market,FALSE
en-US,US GAAP FASB,Market Capitalization,FALSE
en-US,US GAAP FASB,Market Index,FALSE
en-US,US GAAP FASB,Market Interest Rate,FALSE
en-US,US GAAP FASB,Market Price,FALSE
en-US,US GAAP FASB,Market Share,FALSE
en-US,US GAAP FASB,Market Value,FALSE
en-US,US GAAP FASB,Marketable Securities,FALSE
en-US,US GAAP FASB,Marketing,FALSE
en-US,US GAAP FASB,Markup,FALSE
en-US,US GAAP FASB,Married Taxpayers,FALSE
en-US,US GAAP FASB,Matching Principle,FALSE
en-US,US GAAP FASB,Material,FALSE
en-US,US GAAP FASB,Material Weakness,FALSE
en-US,US GAAP FASB,Materiality,FALSE
en-US,US GAAP FASB,Materials Inventory Account,FALSE
en-US,US GAAP FASB,Maturity,FALSE
en-US,US GAAP FASB,Maturity Date,FALSE
en-US,US GAAP FASB,MD&A,FALSE
en-US,US GAAP FASB,Merchandise,FALSE
en-US,US GAAP FASB,Merchandise Inventory,FALSE
en-US,US GAAP FASB,Merger,FALSE
en-US,US GAAP FASB,Microeconomic Pricing Model,FALSE
en-US,US GAAP FASB,Microeconomics,FALSE
en-US,US GAAP FASB,Mixed Costs,FALSE
en-US,US GAAP FASB,Modeling,FALSE
en-US,US GAAP FASB,Modified Accelerated Cost Recovery System,FALSE
en-US,US GAAP FASB,Monetary Items,FALSE
en-US,US GAAP FASB,Money Laundering,FALSE
en-US,US GAAP FASB,Money Market,FALSE
en-US,US GAAP FASB,Monopoly,FALSE
en-US,US GAAP FASB,Mortgage,FALSE
en-US,US GAAP FASB,Moving Average,FALSE
en-US,US GAAP FASB,Moving Average Method,FALSE
en-US,US GAAP FASB,Municipal Bond,FALSE
en-US,US GAAP FASB,Mutual Agency,FALSE
en-US,US GAAP FASB,Mutual Fund,FALSE
en-US,US GAAP FASB,NASBA,FALSE
en-US,US GAAP FASB,NASDAQ,FALSE
en-US,US GAAP FASB,National Association of Securities Dealers Automated Quotations (NASDAQ),FALSE
en-US,US GAAP FASB,National Association of State Boards of Accountancy (NASBA),FALSE
en-US,US GAAP FASB,Nationalization,FALSE
en-US,US GAAP FASB,NAV,FALSE
en-US,US GAAP FASB,Negative Assurance,FALSE
en-US,US GAAP FASB,Negligence,FALSE
en-US,US GAAP FASB,Negotiable,FALSE
en-US,US GAAP FASB,Net,FALSE
en-US,US GAAP FASB,Net Asset Value (NAV),FALSE
en-US,US GAAP FASB,Net Assets,FALSE
en-US,US GAAP FASB,Net Current Assets,FALSE
en-US,US GAAP FASB,Net Income,FALSE
en-US,US GAAP FASB,Net Leas,FALSE
en-US,US GAAP FASB,Net Loss,FALSE
en-US,US GAAP FASB,Net Present Value (NPV),FALSE
en-US,US GAAP FASB,Net Present Value Method,FALSE
en-US,US GAAP FASB,Net Proceeds,FALSE
en-US,US GAAP FASB,Net Sales,FALSE
en-US,US GAAP FASB,Net Worth,FALSE
en-US,US GAAP FASB,New York Stock Exchange (NYSE),FALSE
en-US,US GAAP FASB,No-Par Stock,FALSE
en-US,US GAAP FASB,No-Par Value,FALSE
en-US,US GAAP FASB,Non Routine Transactions,FALSE
en-US,US GAAP FASB,Non-Callable,FALSE
en-US,US GAAP FASB,Non-for-Profit Organization/Tax-Exempt Organization,FALSE
en-US,US GAAP FASB,Non-Sufficient Funds (NSF) Check,FALSE
en-US,US GAAP FASB,Nonresident Alien,FALSE
en-US,US GAAP FASB,Not-for-Profit,FALSE
en-US,US GAAP FASB,Note,FALSE
en-US,US GAAP FASB,Notes Payable,FALSE
en-US,US GAAP FASB,Notes Receivable,FALSE
en-US,US GAAP FASB,Notional,FALSE
en-US,US GAAP FASB,NPV,FALSE
en-US,US GAAP FASB,NSF Check,FALSE
en-US,US GAAP FASB,NYSE,FALSE
en-US,US GAAP FASB,Objectivity,FALSE
en-US,US GAAP FASB,Obligations,FALSE
en-US,US GAAP FASB,Obsolescence,FALSE
en-US,US GAAP FASB,OCBOA,FALSE
en-US,US GAAP FASB,Offer,FALSE
en-US,US GAAP FASB,Offering Price,FALSE
en-US,US GAAP FASB,OPEB,FALSE
en-US,US GAAP FASB,Open-End Mutual Fund,FALSE
en-US,US GAAP FASB,Operating Agreement,FALSE
en-US,US GAAP FASB,Operating Cycle,FALSE
en-US,US GAAP FASB,Operating Expense,FALSE
en-US,US GAAP FASB,Operating Lease,FALSE
en-US,US GAAP FASB,Operating Profit (or Loss),FALSE
en-US,US GAAP FASB,Opportunity Cose,FALSE
en-US,US GAAP FASB,Option,FALSE
en-US,US GAAP FASB,Ordinary Annuity,FALSE
en-US,US GAAP FASB,Ordinary Income,FALSE
en-US,US GAAP FASB,Organization,FALSE
en-US,US GAAP FASB,Organization Expenditures,FALSE
en-US,US GAAP FASB,Original Cost,FALSE
en-US,US GAAP FASB,Other Comprehensive Basis of Accounting (OCBOA),FALSE
en-US,US GAAP FASB,Other Post-Retirement Employee Benefit (OPEB),FALSE
en-US,US GAAP FASB,Output,FALSE
en-US,US GAAP FASB,Outsourcing,FALSE
en-US,US GAAP FASB,Outstanding,FALSE
en-US,US GAAP FASB,Outstanding Check,FALSE
en-US,US GAAP FASB,Over-the-Counter,FALSE
en-US,US GAAP FASB,Overhead,FALSE
en-US,US GAAP FASB,Overhead Application Rate,FALSE
en-US,US GAAP FASB,Ownerâ€™s Equity,FALSE
en-US,US GAAP FASB,P/E Ratio,FALSE
en-US,US GAAP FASB,Paid in Capital,FALSE
en-US,US GAAP FASB,Par,FALSE
en-US,US GAAP FASB,Par Value,FALSE
en-US,US GAAP FASB,Parent Company,FALSE
en-US,US GAAP FASB,Partnership,FALSE
en-US,US GAAP FASB,Passive Activity Loss,FALSE
en-US,US GAAP FASB,Passive Income,FALSE
en-US,US GAAP FASB,Patronage Dividends,FALSE
en-US,US GAAP FASB,Payback Period,FALSE
en-US,US GAAP FASB,Payback Period Method,FALSE
en-US,US GAAP FASB,Payout Ratio,FALSE
en-US,US GAAP FASB,PCAOB,FALSE
en-US,US GAAP FASB,Peer Review,FALSE
en-US,US GAAP FASB,Penalty,FALSE
en-US,US GAAP FASB,Pension,FALSE
en-US,US GAAP FASB,Period,FALSE
en-US,US GAAP FASB,Periodic Inventory System,FALSE
en-US,US GAAP FASB,Periodicity,FALSE
en-US,US GAAP FASB,Perpetual Inventory,FALSE
en-US,US GAAP FASB,Personal Financial Planning,FALSE
en-US,US GAAP FASB,Personal Financial Specialist (PFS),FALSE
en-US,US GAAP FASB,Personal Financial Statements,FALSE
en-US,US GAAP FASB,Personal Property,FALSE
en-US,US GAAP FASB,Petty Cash,FALSE
en-US,US GAAP FASB,PFS,FALSE
en-US,US GAAP FASB,Phantom Income,FALSE
en-US,US GAAP FASB,Physical Inventory,FALSE
en-US,US GAAP FASB,Plant,FALSE
en-US,US GAAP FASB,Pledged,FALSE
en-US,US GAAP FASB,POB,FALSE
en-US,US GAAP FASB,Pooling of Interest,FALSE
en-US,US GAAP FASB,Portfolio,FALSE
en-US,US GAAP FASB,Post-Closing Trial Balance,FALSE
en-US,US GAAP FASB,Post-Retirement Benefits,FALSE
en-US,US GAAP FASB,Predetermined Overhead Rate,FALSE
en-US,US GAAP FASB,Preemptive Right,FALSE
en-US,US GAAP FASB,Preferred Stock,FALSE
en-US,US GAAP FASB,Premium,FALSE
en-US,US GAAP FASB,Premium Bond,FALSE
en-US,US GAAP FASB,Prenuptial Contract,FALSE
en-US,US GAAP FASB,Prepaid Expense,FALSE
en-US,US GAAP FASB,Present Value,FALSE
en-US,US GAAP FASB,Preventive Controls,FALSE
en-US,US GAAP FASB,Price Range,FALSE
en-US,US GAAP FASB,Price/Earnings (P/E) Ratio,FALSE
en-US,US GAAP FASB,Primary Earnings Per Share,FALSE
en-US,US GAAP FASB,Prime Rate,FALSE
en-US,US GAAP FASB,Principal,FALSE
en-US,US GAAP FASB,Private Placement,FALSE
en-US,US GAAP FASB,Privilege,FALSE
en-US,US GAAP FASB,Privity,FALSE
en-US,US GAAP FASB,Pro Forma,FALSE
en-US,US GAAP FASB,Pro Rata,FALSE
en-US,US GAAP FASB,Product Line,FALSE
en-US,US GAAP FASB,Production,FALSE
en-US,US GAAP FASB,Profit,FALSE
en-US,US GAAP FASB,Profit Margin,FALSE
en-US,US GAAP FASB,Profit Margin Pricing,FALSE
en-US,US GAAP FASB,Profit Sharing Plan,FALSE
en-US,US GAAP FASB,Profitability,FALSE
en-US,US GAAP FASB,Projection,FALSE
en-US,US GAAP FASB,Promissory Note,FALSE
en-US,US GAAP FASB,"Property, Plant, and Equipment",FALSE
en-US,US GAAP FASB,Proprietorship,FALSE
en-US,US GAAP FASB,Prospective Financial Information (Forecast and Projection),FALSE
en-US,US GAAP FASB,Prospectus,FALSE
en-US,US GAAP FASB,Proxy,FALSE
en-US,US GAAP FASB,Public Company Accounting Oversight Board (PCAOB),FALSE
en-US,US GAAP FASB,Public Offering,FALSE
en-US,US GAAP FASB,Public Oversight Board (POB),FALSE
en-US,US GAAP FASB,Purchase Method of Accounting,FALSE
en-US,US GAAP FASB,Purchase Order,FALSE
en-US,US GAAP FASB,Purchases,FALSE
en-US,US GAAP FASB,Purchases Discounts,FALSE
en-US,US GAAP FASB,Purchases Returns and Allowances,FALSE
en-US,US GAAP FASB,Push-Down Accounting,FALSE
en-US,US GAAP FASB,Puts,FALSE
en-US,US GAAP FASB,Qualified Opinion,FALSE
en-US,US GAAP FASB,Qualitative,FALSE
en-US,US GAAP FASB,Qualitative Analysis,FALSE
en-US,US GAAP FASB,Quality,FALSE
en-US,US GAAP FASB,Quantitative Analysis,FALSE
en-US,US GAAP FASB,Quantity,FALSE
en-US,US GAAP FASB,Quarter,FALSE
en-US,US GAAP FASB,Quarterly Reports,FALSE
en-US,US GAAP FASB,Quasi-Reorganization,FALSE
en-US,US GAAP FASB,Quick Assets,FALSE
en-US,US GAAP FASB,Quick Ratio,FALSE
en-US,US GAAP FASB,R&D,FALSE
en-US,US GAAP FASB,Rate of Return,FALSE
en-US,US GAAP FASB,Ratio Analysis,FALSE
en-US,US GAAP FASB,Raw Material,FALSE
en-US,US GAAP FASB,Raw Materials Inventory Account,FALSE
en-US,US GAAP FASB,Real Estate,FALSE
en-US,US GAAP FASB,Real Estate Investment Trust (REIT),FALSE
en-US,US GAAP FASB,Real Estate Mortgage Investment Conduit (REMIC),FALSE
en-US,US GAAP FASB,Real Income,FALSE
en-US,US GAAP FASB,Real Interest Rate,FALSE
en-US,US GAAP FASB,Real Property,FALSE
en-US,US GAAP FASB,Real Rate of Return,FALSE
en-US,US GAAP FASB,Realization,FALSE
en-US,US GAAP FASB,Realized Profit (or Loss),FALSE
en-US,US GAAP FASB,Reasonable Assurance,FALSE
en-US,US GAAP FASB,Rebate,FALSE
en-US,US GAAP FASB,Recapitalization,FALSE
en-US,US GAAP FASB,Receivable Turnover,FALSE
en-US,US GAAP FASB,Receivables,FALSE
en-US,US GAAP FASB,Recession,FALSE
en-US,US GAAP FASB,Reconcile,FALSE
en-US,US GAAP FASB,Reconciliation,FALSE
en-US,US GAAP FASB,Recovery,FALSE
en-US,US GAAP FASB,Red Herring,FALSE
en-US,US GAAP FASB,Redemption Value,FALSE
en-US,US GAAP FASB,Refinancing Agreement,FALSE
en-US,US GAAP FASB,Refunding,FALSE
en-US,US GAAP FASB,Registrar,FALSE
en-US,US GAAP FASB,Regression Analysis,FALSE
en-US,US GAAP FASB,Regressive Rate,FALSE
en-US,US GAAP FASB,Regulated Investment Company (RIC),FALSE
en-US,US GAAP FASB,Reinsurance,FALSE
en-US,US GAAP FASB,Reinvestment Rate,FALSE
en-US,US GAAP FASB,REIT,FALSE
en-US,US GAAP FASB,Related Party Transaction,FALSE
en-US,US GAAP FASB,Relevant Assertions,FALSE
en-US,US GAAP FASB,REMIC,FALSE
en-US,US GAAP FASB,Reorganization,FALSE
en-US,US GAAP FASB,Repairs,FALSE
en-US,US GAAP FASB,Replacements,FALSE
en-US,US GAAP FASB,Report,FALSE
en-US,US GAAP FASB,Report Release Date,FALSE
en-US,US GAAP FASB,Repos,FALSE
en-US,US GAAP FASB,Repurchase Agreement (Repos),FALSE
en-US,US GAAP FASB,Required Rate of Return,FALSE
en-US,US GAAP FASB,Rescind,FALSE
en-US,US GAAP FASB,Research and Development (R&D),FALSE
en-US,US GAAP FASB,Research and Development Costs,FALSE
en-US,US GAAP FASB,Reserve,FALSE
en-US,US GAAP FASB,Resident Alien,FALSE
en-US,US GAAP FASB,Residual Value,FALSE
en-US,US GAAP FASB,Restricted Assets,FALSE
en-US,US GAAP FASB,Restricted Fund,FALSE
en-US,US GAAP FASB,Restructuring,FALSE
en-US,US GAAP FASB,Retail Method,FALSE
en-US,US GAAP FASB,Retained Earnings,FALSE
en-US,US GAAP FASB,Retained Earnings Account,FALSE
en-US,US GAAP FASB,Retire,FALSE
en-US,US GAAP FASB,Return,FALSE
en-US,US GAAP FASB,Return on Assets,FALSE
en-US,US GAAP FASB,Return on Equity,FALSE
en-US,US GAAP FASB,Return on Investment (ROI),FALSE
en-US,US GAAP FASB,Return on Sales,FALSE
en-US,US GAAP FASB,Revenue Recognition,FALSE
en-US,US GAAP FASB,Revenues,FALSE
en-US,US GAAP FASB,Review,FALSE
en-US,US GAAP FASB,Review Engagement,FALSE
en-US,US GAAP FASB,Review Report,FALSE
en-US,US GAAP FASB,RIC,FALSE
en-US,US GAAP FASB,Right of Rescission,FALSE
en-US,US GAAP FASB,Right to Setoff,FALSE
en-US,US GAAP FASB,Risk,FALSE
en-US,US GAAP FASB,Risk Averse,FALSE
en-US,US GAAP FASB,Risk Management,FALSE
en-US,US GAAP FASB,Risk-Adjusted Discount Rate,FALSE
en-US,US GAAP FASB,ROI,FALSE
en-US,US GAAP FASB,Routine Transactions,FALSE
en-US,US GAAP FASB,S Corporation,FALSE
en-US,US GAAP FASB,Safe Harbor Rule,FALSE
en-US,US GAAP FASB,Sale,FALSE
en-US,US GAAP FASB,Sale-Leaseback Transaction,FALSE
en-US,US GAAP FASB,Sales Discount,FALSE
en-US,US GAAP FASB,Sales Tax,FALSE
en-US,US GAAP FASB,Salvage Value,FALSE
en-US,US GAAP FASB,SAS,FALSE
en-US,US GAAP FASB,Savings Bond,FALSE
en-US,US GAAP FASB,Seasonality,FALSE
en-US,US GAAP FASB,SEC,FALSE
en-US,US GAAP FASB,SEC Filings,FALSE
en-US,US GAAP FASB,SEC Registration Statement,FALSE
en-US,US GAAP FASB,Secondary Market,FALSE
en-US,US GAAP FASB,Secured Bond,FALSE
en-US,US GAAP FASB,Secured Debt,FALSE
en-US,US GAAP FASB,Securities and Commodities Exchanges,FALSE
en-US,US GAAP FASB,Securities and Exchange Commission (SEC),FALSE
en-US,US GAAP FASB,Securities Industry Association (SIA),FALSE
en-US,US GAAP FASB,Securitization,FALSE
en-US,US GAAP FASB,Security,FALSE
en-US,US GAAP FASB,Security Interest,FALSE
en-US,US GAAP FASB,Self Employment Tax,FALSE
en-US,US GAAP FASB,Sell Out,FALSE
en-US,US GAAP FASB,"Selling, General, and Administrative (SG&A) Expenses",FALSE
en-US,US GAAP FASB,Sensitivity Analysis,FALSE
en-US,US GAAP FASB,SEP Plan,FALSE
en-US,US GAAP FASB,Separate Entity,FALSE
en-US,US GAAP FASB,Serial Bond,FALSE
en-US,US GAAP FASB,Settlement Method,FALSE
en-US,US GAAP FASB,SFAS,FALSE
en-US,US GAAP FASB,Share,FALSE
en-US,US GAAP FASB,Shareholder,FALSE
en-US,US GAAP FASB,Shares Authorized,FALSE
en-US,US GAAP FASB,Shares Outstanding,FALSE
en-US,US GAAP FASB,Short Bond,FALSE
en-US,US GAAP FASB,Short Coupon,FALSE
en-US,US GAAP FASB,Short Interest,FALSE
en-US,US GAAP FASB,Short Sale,FALSE
en-US,US GAAP FASB,Short-Term,FALSE
en-US,US GAAP FASB,Short-Term Debt,FALSE
en-US,US GAAP FASB,Short-Term Gain or Loss,FALSE
en-US,US GAAP FASB,Short-Term Investment,FALSE
en-US,US GAAP FASB,SIA,FALSE
en-US,US GAAP FASB,Significant Accounts,FALSE
en-US,US GAAP FASB,Significant Deficiency,FALSE
en-US,US GAAP FASB,Significant Findings or Issues,FALSE
en-US,US GAAP FASB,Simple Interest,FALSE
en-US,US GAAP FASB,Simple Plans,FALSE
en-US,US GAAP FASB,Simple Trust,FALSE
en-US,US GAAP FASB,Simplified Employee Pension (SEP) Plan,FALSE
en-US,US GAAP FASB,Single Audit Act,FALSE
en-US,US GAAP FASB,Single-Premium Deferred Annuity (SPDA),FALSE
en-US,US GAAP FASB,Sinking Fund,FALSE
en-US,US GAAP FASB,Small Business Stock,FALSE
en-US,US GAAP FASB,Sole Proprietorship,FALSE
en-US,US GAAP FASB,Solvency,FALSE
en-US,US GAAP FASB,Solvent,FALSE
en-US,US GAAP FASB,SPDA,FALSE
en-US,US GAAP FASB,Special Assessment,FALSE
en-US,US GAAP FASB,Special Report,FALSE
en-US,US GAAP FASB,Specialist,FALSE
en-US,US GAAP FASB,Specialized Mutual Fund,FALSE
en-US,US GAAP FASB,Specific Identification Method,FALSE
en-US,US GAAP FASB,Speculation,FALSE
en-US,US GAAP FASB,Spinoff,FALSE
en-US,US GAAP FASB,Split Offering,FALSE
en-US,US GAAP FASB,Spot Market,FALSE
en-US,US GAAP FASB,Spread,FALSE
en-US,US GAAP FASB,Spreadsheet,FALSE
en-US,US GAAP FASB,SSARS,FALSE
en-US,US GAAP FASB,Standard,FALSE
en-US,US GAAP FASB,Standard Cost,FALSE
en-US,US GAAP FASB,Standard Deduction,FALSE
en-US,US GAAP FASB,Standard Deviation,FALSE
en-US,US GAAP FASB,Start-Up Costs,FALSE
en-US,US GAAP FASB,Stated Value,FALSE
en-US,US GAAP FASB,Statement,FALSE
en-US,US GAAP FASB,Statement of Cash Flows,FALSE
en-US,US GAAP FASB,Statement of Cost of Goods Manufactured,FALSE
en-US,US GAAP FASB,Statement of Financial Accounting Standards (SFAS),FALSE
en-US,US GAAP FASB,Statement of Financial Condition,FALSE
en-US,US GAAP FASB,Statement of Ownerâ€™s Equity,FALSE
en-US,US GAAP FASB,Statements on Auditing Standards (SAS),FALSE
en-US,US GAAP FASB,Statements on Standards for Accounting and Review Services (SSARS),FALSE
en-US,US GAAP FASB,Statute of Limitations,FALSE
en-US,US GAAP FASB,Stepped Up Basis,FALSE
en-US,US GAAP FASB,Stock Compensation Plan,FALSE
en-US,US GAAP FASB,Stock Exchange,FALSE
en-US,US GAAP FASB,Stock Market,FALSE
en-US,US GAAP FASB,Stock Options,FALSE
en-US,US GAAP FASB,Stock Rights,FALSE
en-US,US GAAP FASB,Stock Split,FALSE
en-US,US GAAP FASB,Stockholder,FALSE
en-US,US GAAP FASB,Stockholdersâ€™ Equity,FALSE
en-US,US GAAP FASB,Straight-Line Depreciation,FALSE
en-US,US GAAP FASB,Straight-Line Percentage,FALSE
en-US,US GAAP FASB,Strike Price,FALSE
en-US,US GAAP FASB,Subsequent Event,FALSE
en-US,US GAAP FASB,Subsidiary,FALSE
en-US,US GAAP FASB,Sum-of-the-Years-Digits Method,FALSE
en-US,US GAAP FASB,Surplus,FALSE
en-US,US GAAP FASB,Surviving Spouse,FALSE
en-US,US GAAP FASB,Swap,FALSE
en-US,US GAAP FASB,T Account,FALSE
en-US,US GAAP FASB,Takeover,FALSE
en-US,US GAAP FASB,Tangible Asset,FALSE
en-US,US GAAP FASB,Target Costing,FALSE
en-US,US GAAP FASB,Tax,FALSE
en-US,US GAAP FASB,Tax Basis,FALSE
en-US,US GAAP FASB,Tax Court,FALSE
en-US,US GAAP FASB,Tax Credit for the Elderly and Disabled,FALSE
en-US,US GAAP FASB,Tax Lien,FALSE
en-US,US GAAP FASB,Tax Shelter,FALSE
en-US,US GAAP FASB,Tax Year,FALSE
en-US,US GAAP FASB,Taxable Earnings,FALSE
en-US,US GAAP FASB,Taxable Income,FALSE
en-US,US GAAP FASB,Taxable Municipal Bond,FALSE
en-US,US GAAP FASB,Taxpayer Identification Number (TIN),FALSE
en-US,US GAAP FASB,Tenancy-in-Common,FALSE
en-US,US GAAP FASB,Term,FALSE
en-US,US GAAP FASB,Term Loan,FALSE
en-US,US GAAP FASB,Test,FALSE
en-US,US GAAP FASB,Time Value,FALSE
en-US,US GAAP FASB,Time Value of Money,FALSE
en-US,US GAAP FASB,Timing of Tests of Control,FALSE
en-US,US GAAP FASB,TIN,FALSE
en-US,US GAAP FASB,Tip,FALSE
en-US,US GAAP FASB,Title,FALSE
en-US,US GAAP FASB,Ton,FALSE
en-US,US GAAP FASB,Total Capitalization,FALSE
en-US,US GAAP FASB,Total Cost,FALSE
en-US,US GAAP FASB,Total Direct Labor Cost Variance,FALSE
en-US,US GAAP FASB,Total Direct Materials Cost Variance,FALSE
en-US,US GAAP FASB,Total Gain,FALSE
en-US,US GAAP FASB,Total Inventory Method,FALSE
en-US,US GAAP FASB,Total Quality Management,FALSE
en-US,US GAAP FASB,Trade,FALSE
en-US,US GAAP FASB,Trade Date,FALSE
en-US,US GAAP FASB,Trademark,FALSE
en-US,US GAAP FASB,Trader,FALSE
en-US,US GAAP FASB,Transaction,FALSE
en-US,US GAAP FASB,Transfer,FALSE
en-US,US GAAP FASB,Transfer Agent,FALSE
en-US,US GAAP FASB,Transfer Price,FALSE
en-US,US GAAP FASB,Transfer Tax,FALSE
en-US,US GAAP FASB,Transferee Liability,FALSE
en-US,US GAAP FASB,Transferred Basis,FALSE
en-US,US GAAP FASB,Treasurer,FALSE
en-US,US GAAP FASB,Treasury,FALSE
en-US,US GAAP FASB,Treasury Bill,FALSE
en-US,US GAAP FASB,Treasury Bond,FALSE
en-US,US GAAP FASB,Treasury Instruments,FALSE
en-US,US GAAP FASB,Treasury Note,FALSE
en-US,US GAAP FASB,Treasury Stock,FALSE
en-US,US GAAP FASB,Trend,FALSE
en-US,US GAAP FASB,Trend Analysis,FALSE
en-US,US GAAP FASB,Trial Balance,FALSE
en-US,US GAAP FASB,Troubled Debt Restructuring,FALSE
en-US,US GAAP FASB,Trust,FALSE
en-US,US GAAP FASB,Trustee,FALSE
en-US,US GAAP FASB,Turnover,FALSE
en-US,US GAAP FASB,UAA,FALSE
en-US,US GAAP FASB,Unamortized Bond Discount,FALSE
en-US,US GAAP FASB,Unamortized Premiums on Investments,FALSE
en-US,US GAAP FASB,Unaudited Financial Statements,FALSE
en-US,US GAAP FASB,Underlying Debt,FALSE
en-US,US GAAP FASB,Underlying Security,FALSE
en-US,US GAAP FASB,Undervalued,FALSE
en-US,US GAAP FASB,Underwrite,FALSE
en-US,US GAAP FASB,Unearned Discount,FALSE
en-US,US GAAP FASB,Unearned Income,FALSE
en-US,US GAAP FASB,Unearned Interest,FALSE
en-US,US GAAP FASB,Unequal Cash Flows,FALSE
en-US,US GAAP FASB,Uniform Accountancy Act (UAA),FALSE
en-US,US GAAP FASB,Uniform Capitalization Rules,FALSE
en-US,US GAAP FASB,Unissued Stock,FALSE
en-US,US GAAP FASB,Unit,FALSE
en-US,US GAAP FASB,Unlimited Liability,FALSE
en-US,US GAAP FASB,Unqualified Opinion,FALSE
en-US,US GAAP FASB,Unrealized Loss or Gain on Long-Term Investments,FALSE
en-US,US GAAP FASB,Unrealized Profit (or Loss),FALSE
en-US,US GAAP FASB,Unrestricted Funds,FALSE
en-US,US GAAP FASB,Unsecured Bond,FALSE
en-US,US GAAP FASB,Use of Professional Skepticism when Evaluating the Results of Testing,FALSE
en-US,US GAAP FASB,Valuation,FALSE
en-US,US GAAP FASB,Valuation Allowance,FALSE
en-US,US GAAP FASB,Value,FALSE
en-US,US GAAP FASB,Value-Added Tax (VAT),FALSE
en-US,US GAAP FASB,Variable Annuity,FALSE
en-US,US GAAP FASB,Variable Costs,FALSE
en-US,US GAAP FASB,Variable Manufacturing Costs,FALSE
en-US,US GAAP FASB,Variable Overhead,FALSE
en-US,US GAAP FASB,Variable Rate Loan,FALSE
en-US,US GAAP FASB,Variance,FALSE
en-US,US GAAP FASB,VAT,FALSE
en-US,US GAAP FASB,Velocity,FALSE
en-US,US GAAP FASB,Vendor,FALSE
en-US,US GAAP FASB,Venture Capital,FALSE
en-US,US GAAP FASB,Vertical Analysis,FALSE
en-US,US GAAP FASB,Vesting,FALSE
en-US,US GAAP FASB,Voidable,FALSE
en-US,US GAAP FASB,Volatile,FALSE
en-US,US GAAP FASB,Volatility,FALSE
en-US,US GAAP FASB,Volume,FALSE
en-US,US GAAP FASB,Wage,FALSE
en-US,US GAAP FASB,Walkthroughs,FALSE
en-US,US GAAP FASB,Warrant,FALSE
en-US,US GAAP FASB,Wash Sale,FALSE
en-US,US GAAP FASB,Weighted-Average-Cost Method,FALSE
en-US,US GAAP FASB,Wholesale,FALSE
en-US,US GAAP FASB,Wholesaler,FALSE
en-US,US GAAP FASB,With Recourse,FALSE
en-US,US GAAP FASB,Withholding,FALSE
en-US,US GAAP FASB,Withholding Allowance,FALSE
en-US,US GAAP FASB,Without Recourse,FALSE
en-US,US GAAP FASB,Work in Progress,FALSE
en-US,US GAAP FASB,Working Capital,FALSE
en-US,US GAAP FASB,Working Interest,FALSE
en-US,US GAAP FASB,Working Papers,FALSE
en-US,US GAAP FASB,Worksheet,FALSE
en-US,US GAAP FASB,Wrap-Around Mortgage,FALSE
en-US,US GAAP FASB,Write Off,FALSE
